Drug1,DB_ID1,Drug2,DB_ID2,Cell.line,ZIP,Bliss,Loewe,HSA,ZIPclassification,blissclassification,loeweclassification,hsaclassification,synthetic,classification
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,A549,-4.67,-3.21,-28.55,-1.17,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,ACHN,-1.78,-4.34,-4.89,-3.46,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,EKVX,-3.35,-2.94,-1.52,-1.2,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,HCT116,-2.17,-3.52,-4.82,-2.61,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,HL-60(TB),2.73,5.78,3.45,2.72,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,HCC-2998,4.2,4.51,1.5,0.4,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,HCT-15,-0.13,-0.53,-7.09,-2.66,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,HT29,-1.54,-3.29,-11.51,-4.05,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,LOX IMVI,-1.47,-4.2,-3.17,-3.2,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,K-562,-0.61,-1.31,-24,-2.69,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,MCF7,-3.49,-7.14,-19.56,-14.98,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,NCI-H460,0.86,3.17,2.7,2.71,1,1,1,1,4,synergy
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,OVCAR-4,-0.6,-4.36,-5.61,-4.4,-1,-1,-1,-1,-4,antagonism
MEGESTROL ACETATE,DB00351,FULVESTRANT,DB00947,RPMI-8226,2.46,6.5,3.81,4.04,1,1,1,1,4,synergy
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,BT-549,-5.47,-5.38,-12.55,-6.86,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,TK-10,-3.02,-0.42,-6.57,-1.25,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,T-47D,-3.16,-1.94,-6.2,-2.37,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,MDA-MB-468,-1.56,-3.85,-29.3,-4.2,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,NCI-H522,-8.27,-2.82,-5.01,-1.46,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,SNB-75,-3.27,-2.88,-9.89,-4.5,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,SNB-19,-8.53,-2.62,-15.34,-4.01,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,SK-OV-3,-7.96,-7.1,-14.33,-6.23,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,SF-539,-9.95,-3.05,-6.17,-1.65,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,SR,-2.91,-4.13,-27.41,-2.98,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,OVCAR3,-1.4,-0.2,-5.53,-0.71,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,MDA-MB-231,-2.99,-0.56,-10.64,-3.33,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,HS 578T,-5.44,-0.05,-4.14,-0.29,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,RXF 393,-1.34,-2.93,-19.05,-2.35,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,OVCAR-5,-4.17,-2.3,-3.88,-3.26,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,SK-MEL-5,-7.02,-2.01,-4.77,-2.8,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,SN12C,-6.05,-1.34,-4.65,-1.22,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,HL-60(TB),-6.63,-9.47,-24.39,-6.14,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,HCT-15,-3.93,-5.7,-16.85,-7.85,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,HCC-2998,-2.84,-7.25,-10.7,-9.01,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,IGROV1,1.16,1.93,1.7,5.89,1,1,1,1,4,synergy
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,HOP-92,-1.75,-3.69,-3.52,-2.74,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,HOP-62,-7.62,-1.21,-24.24,-4.07,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,ACHN,-5.75,-3.65,-7.11,-0.7,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,A549,-4.2,-2.84,-12.66,-2.98,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,786-0,-0.92,-0.33,-19.49,-0.05,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,EKVX,-1.33,-5.2,-21.33,-7.17,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,OVCAR-8,-5.67,-2.82,-13.45,-4.61,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,KM12,-7.98,-13.79,-11.4,-10.65,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,NCI\\/ADR-RES,-5.12,-6.48,-7.36,-7.04,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,MOLT-4,12.79,13.3,7,16.51,1,1,1,1,4,synergy
DACARBAZINE,DB00851,CARBOPLATIN,DB00958,MCF7,-5.96,-3.45,-10.09,-3.64,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,SK-MEL-28,1.53,3.67,0.42,0.42,1,1,1,1,4,synergy
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,OVCAR3,2.33,4.68,0.62,0.62,1,1,1,1,4,synergy
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,SK-MEL-2,0.08,2.24,1.19,1.15,1,1,1,1,4,synergy
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,CAKI-1,-8.39,-13.21,-12.01,-9.33,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,UO-31,-1.63,-3.31,-3.59,-3.59,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,SK-MEL-5,-0.43,-0.4,-0.64,-0.87,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,RXF 393,-2.55,-2.36,-0.99,-0.39,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,PC-3,-3.65,-6.1,-4.07,-4.05,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,MDA-MB-435,0.51,1.98,1.77,1.55,1,1,1,1,4,synergy
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,M14,-0.62,-3.53,-4.54,-4.54,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,NCI-H522,-3.01,-4.02,-2.28,-2.01,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,T-47D,-4.32,-3.61,-6.18,-2.04,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,MDA-MB-468,-3.65,-5.09,-3.15,-2.46,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,TK-10,-0.51,-1.39,-1.42,-1.39,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,SR,-3.36,-0.08,-3.85,-3.15,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,UACC-257,-0.54,-4.05,-5.3,-5.3,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,SK-OV-3,-6.04,-8.54,-5.75,-5.75,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,RPMI-8226,15.18,14.7,3.23,21.77,1,1,1,1,4,synergy
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,SF-268,0.83,8.13,1.97,1.97,1,1,1,1,4,synergy
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,NCI-H322M,-1.68,-3.4,-1.53,-1.86,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,NCI-H460,1.86,0.69,2.86,3.37,1,1,1,1,4,synergy
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,NCIH23,-0.58,-1.42,-3.67,-3.67,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,K-562,-7.19,-7.08,-5.8,-4.21,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,HOP-92,-5.38,-7.92,-4.68,-4.68,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,HT29,1.52,3.84,7.91,8.01,1,1,1,1,4,synergy
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,HL-60(TB),-17.29,-35.51,-36.58,-28.33,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,HCT116,-0.9,-1.17,-0.67,-0.73,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,CCRF-CEM,-8.59,-12.63,-7.77,-7.62,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,EKVX,-0.91,-2.5,-5.02,-5.02,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,DU-145,-2.47,-3.25,-1.7,-1.86,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,TRETINOIN,DB00755,786-0,-1.36,-2.67,-3.23,-3.28,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,RXF 393,-2.83,-2.2,-2.84,-1.84,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,SK-OV-3,-5.72,-6.62,-4.66,-4.64,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,TK-10,-2.45,-3.08,-5.07,-3.66,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,NCI-H522,1.68,6.12,6.11,6.83,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,TRETINOIN,DB00755,K-562,3.96,12.92,10.21,12.74,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,TRETINOIN,DB00755,KM12,-13.34,-7.47,-4.74,-3.77,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,NCIH23,-1.49,-0.2,-3.68,-2.41,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,NCI-H460,-1.75,-1.65,-4.86,-1.71,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,SF-295,-3.11,-3.8,-1.86,-1.87,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,786-0,-0.62,-6.54,-8.71,-7.81,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,A498,-1.98,-1.32,-1.65,-1.57,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,ACHN,5.98,4.7,5.08,5.66,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,TRETINOIN,DB00755,EKVX,-0.21,-1.66,-3.74,-4.24,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,TRETINOIN,DB00755,HL-60(TB),59.97,42.53,27.64,34.48,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,TRETINOIN,DB00755,HOP-92,-4,-3.34,-1.04,-1.12,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,TK-10,-5.52,-1.4,-31.32,-0.34,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,T-47D,4.77,9.75,2.29,4.82,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,MDA-MB-435,2.64,9.9,1.7,3.92,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,SNB-19,12.03,5.57,3.33,3.16,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,SF-539,-9.91,-5.09,-9.74,-2.97,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,U251,-1.5,-1.63,-6.68,-1.04,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,PC-3,-3.72,-0.31,-3.62,-1.77,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,HCT116,-9.35,-2.96,-7.57,-4.21,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,HT29,-1.66,-4.45,-12.29,-9.16,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,HOP-92,-1.86,-2.48,-6.22,-0.83,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,EKVX,-3.93,-0.61,-1.67,-0.19,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,CCRF-CEM,-1.21,-1.84,-15.23,-2.84,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,OVCAR-4,-3.12,-1.06,-5.47,-2.4,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,SF-295,-2.28,-4.08,-7.57,-2.36,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,CARBOPLATIN,DB00958,MOLT-4,-4.33,-5.49,-6.54,-3.8,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,SK-OV-3,-4.09,-2.65,-9.06,-1.38,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,SF-539,-10.03,-2.84,-0.14,-0.14,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,SW-620,-10.07,-3.1,-0.46,-0.44,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,SR,-6.11,-5.75,-9.44,-1.04,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,T-47D,-3.95,-2.99,-2.44,-2.35,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,UACC62,-9.57,-1.89,-6.63,-0.28,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,MDA-MB-435,-2.79,-3.54,-11.4,-4.23,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,RXF 393,-0.1,-1.76,-7.95,-0.21,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,OVCAR-5,-5.65,-1.95,-4.4,-0.92,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,CAKI-1,-10.19,-6.84,-3.16,-3.43,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,UO-31,-3.1,-6.54,-7.21,-6.8,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,OVCAR3,-1.47,-4.52,-11.3,-4.64,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,ACHN,-2.16,-2.66,-17.01,-0.65,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,A498,-4.44,-1.86,-2.92,-0.6,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,786-0,-2.79,-4.58,-10.98,-2.74,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,COLO 205,-7.02,-4.44,-11.82,-4.26,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,HL-60(TB),-5.68,-9.18,-19.57,-4.31,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,HCT116,-8.07,-4.76,-3.49,-2.59,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,HCC-2998,-1.95,-0.06,-10.89,-2.1,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,IGROV1,4,4.09,0.91,8.16,1,1,1,1,4,synergy
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,HOP-92,-2.47,-4.19,-10.13,-1.66,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,HOP-62,-7.88,-3.34,-8.18,-1.58,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,MALME-3M,-8.15,-2.26,-9.74,-1.85,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,LOX IMVI,-10.8,-8.57,-3.78,-5.48,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,KM12,-4.91,-6.97,-10.23,-5.37,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,K-562,-3.72,-1.93,-3.63,-0.3,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,NCIH23,-2.02,-3.68,-10.07,-1.26,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,NCI\\/ADR-RES,-7.12,-1.97,-0.4,-0.17,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,MOLT-4,-2.06,-8.31,-28.83,-10.34,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,OVCAR-4,-7.63,-1.69,-9.47,-2.76,-1,-1,-1,-1,-4,antagonism
LENALIDOMIDE,DB00480,CARBOPLATIN,DB00958,NCI-H226,-5.61,-2.28,-2.89,-0.21,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,DASATINIB,DB01254,MDA-MB-231,11.74,15.89,14.46,17.64,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,RXF 393,2.88,4.36,2.43,4.96,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,PC-3,9.06,15.75,2.97,14.24,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,CAKI-1,29.24,28.39,13.9,32.86,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,TK-10,12.25,13.72,10.93,14.62,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,T-47D,1.46,10.48,4,5.42,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,NCI-H522,4.34,11.27,11.66,12.26,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,SK-OV-3,6.92,12.54,8.99,13.8,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,U251,3.91,6.3,5.3,5.21,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,NCI-H460,19,21.22,20.21,20.16,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,NCI-H322M,8.85,10.08,10.02,9.58,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,NCI-H226,4.54,16.34,16.54,16.66,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,KM12,1.28,1.94,1.56,1.69,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,K-562,22.25,15.73,10.87,16.64,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,MOLT-4,-0.58,-2.52,-5.44,-2.25,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,DASATINIB,DB01254,HCT116,-2.31,-9.48,-23.02,-10.95,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,DASATINIB,DB01254,IGROV1,22.66,23.28,5.2,25.09,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,HT29,-2.05,-1.13,-16.1,-5.82,-1,-1,-1,-1,-4,antagonism
RUXOLITINIB,DB08877,DASATINIB,DB01254,HOP-92,5.07,12.13,11.62,13.85,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,HOP-62,11.04,17.8,11.63,16.36,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,ACHN,13.59,13.9,10.11,13.71,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,A549,6.21,13.93,15.51,15.46,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,786-0,0.1,2.78,0.51,4.24,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,EKVX,3.42,6.44,6.85,8.43,1,1,1,1,4,synergy
RUXOLITINIB,DB08877,DASATINIB,DB01254,DU-145,2.08,6.3,5.86,5.72,1,1,1,1,4,synergy
DACARBAZINE,DB00851,FULVESTRANT,DB00947,UACC62,-2.05,-2.55,-1.44,-1.46,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,TK-10,-0.98,-3.45,-4.97,-4.32,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,T-47D,-1.79,-3.45,-5.69,-3.23,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,MDA-MB-468,-1.13,-4.75,-5.89,-5.32,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,U251,-2.99,-3.8,-3.95,-3.35,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,SR,-0.53,-0.39,-1.88,-2.82,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,SNB-75,-0.14,-0.07,-1.8,-1.8,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,SNB-19,-1.08,-5.36,-7.01,-7.01,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,SK-OV-3,-2.52,-5.11,-4.55,-4.48,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,OVCAR3,-0.93,-1.16,-2.95,-2.9,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,HS 578T,-2.72,-7.81,-7.97,-7.97,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,CAKI-1,-5.15,-7.65,-4.56,-4.38,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,UO-31,-5.79,-1.8,-1.2,-0.5,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,SN12C,-1.28,-4.84,-5.2,-4.76,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,RXF 393,-2.56,-2.9,-4.76,-2.17,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,PC-3,-0.75,-0.82,-2.6,-2.58,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,SK-MEL-5,-0.71,-2.64,-5.29,-5.22,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,IGROV1,-5.03,-3.02,-3.64,-3.14,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,HT29,-3.07,-6.56,-8.1,-6.54,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,HL-60(TB),-6.69,-17.41,-19.16,-18.48,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,HCT-15,-2.22,-2.69,-6.48,-3.86,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,EKVX,-0.2,-3.69,-5.18,-5.18,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,COLO 205,-0.28,-2.58,-4.6,-4.8,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,CCRF-CEM,-3.14,-4.1,-2.24,-1.24,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,ACHN,-6,-3.99,-2.74,-2.51,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,A549,-1.6,-4.2,-21.71,-5.04,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,A498,-1.16,-3.24,-3.83,-3.72,-1,-1,-1,-1,-4,antagonism
DACARBAZINE,DB00851,FULVESTRANT,DB00947,SF-295,-1.55,-2.31,-1.97,-1.92,-1,-1,-1,-1,-4,antagonism
